[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 2
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 3
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 4
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 5
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 6
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 7
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 8
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 9
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 10
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 11
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 12
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 13
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 14
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 15
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 16
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 17
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 18
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 19
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 20
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 21
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 22
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 23
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 24
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 25
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 26
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 27
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 28
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 29
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 30
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 31
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 32
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 33
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 34
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 35
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 36
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 37
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 38
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 39
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 40
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 41
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 42
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 43
[PATH]/training/clean/alley_1/frame_%04d.png [PATH]/training/flow/alley_1/frame_%04d.flo 44
